Subject,Country,Year,CPI
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2016,103.538
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2017,108.2944
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2018,113.8055
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2019,118.7771
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2020,125.9372
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2021,128.6392
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",New Zealand,2022,134.1781
CPI: 01 - Food and non-Alcoholic beverages,Canada,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Canada,2016,101.0152
CPI: 01 - Food and non-Alcoholic beverages,Canada,2017,99.99409
CPI: 01 - Food and non-Alcoholic beverages,Canada,2018,100.8027
CPI: 01 - Food and non-Alcoholic beverages,Canada,2019,104.5092
CPI: 01 - Food and non-Alcoholic beverages,Canada,2020,107.0176
CPI: 01 - Food and non-Alcoholic beverages,Canada,2021,109.3667
CPI: 01 - Food and non-Alcoholic beverages,Canada,2022,120.0437
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2015,99.97092
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2016,101.4833
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2017,102.1333
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2018,105.0917
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2019,107.4417
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2020,109.475
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2021,109.8583
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Italy,2022,111.2583
CPI: 01 - Food and non-Alcoholic beverages,United States,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,United States,2016,98.67465
CPI: 01 - Food and non-Alcoholic beverages,United States,2017,98.47515
CPI: 01 - Food and non-Alcoholic beverages,United States,2018,98.92377
CPI: 01 - Food and non-Alcoholic beverages,United States,2019,99.79937
CPI: 01 - Food and non-Alcoholic beverages,United States,2020,103.2974
CPI: 01 - Food and non-Alcoholic beverages,United States,2021,106.8809
CPI: 01 - Food and non-Alcoholic beverages,United States,2022,119.1069
CPI: 03 - Clothing and footwear,Ireland,2015,100.0
CPI: 03 - Clothing and footwear,Ireland,2016,97.53539
CPI: 03 - Clothing and footwear,Ireland,2017,93.35448
CPI: 03 - Clothing and footwear,Ireland,2018,91.93102
CPI: 03 - Clothing and footwear,Ireland,2019,90.54823
CPI: 03 - Clothing and footwear,Ireland,2020,87.26208
CPI: 03 - Clothing and footwear,Ireland,2021,84.56158
CPI: 03 - Clothing and footwear,Ireland,2022,86.35107
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2015,100.0008
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2016,100.5992
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2017,102.1708
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2018,105.1842
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2019,109.1642
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2020,109.74
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2021,114.0342
"CPI: 04 - Housing, water, electricity, gas and other fuels",Netherlands,2022,134.0567
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2016,105.9216
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2017,112.9066
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2018,120.9341
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2019,128.5863
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2020,139.4287
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2021,146.3303
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Australia,2022,150.8757
CPI: 03 - Clothing and footwear,Estonia,2015,100.0
CPI: 03 - Clothing and footwear,Estonia,2016,103.4448
CPI: 03 - Clothing and footwear,Estonia,2017,105.2421
CPI: 03 - Clothing and footwear,Estonia,2018,105.637
CPI: 03 - Clothing and footwear,Estonia,2019,106.8488
CPI: 03 - Clothing and footwear,Estonia,2020,106.9623
CPI: 03 - Clothing and footwear,Estonia,2021,107.3753
CPI: 03 - Clothing and footwear,Estonia,2022,114.4723
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2016,103.7687
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2017,114.8206
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2018,118.832
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2019,122.7742
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2020,126.4065
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2021,128.9308
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Lithuania,2022,141.1263
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2016,103.3054
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2017,104.7672
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2018,109.2327
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2019,115.241
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2020,116.5006
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2021,118.561
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Latvia,2022,124.9628
CPI: 01-12 - All items,Spain,2015,100.0
CPI: 01-12 - All items,Spain,2016,99.7974
CPI: 01-12 - All items,Spain,2017,101.7495
CPI: 01-12 - All items,Spain,2018,103.4538
CPI: 01-12 - All items,Spain,2019,104.1775
CPI: 01-12 - All items,Spain,2020,103.8412
CPI: 01-12 - All items,Spain,2021,107.0532
CPI: 01-12 - All items,Spain,2022,116.0356
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2016,102.1384
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2017,105.9565
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2018,109.1835
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2019,110.5895
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2020,108.5807
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2021,115.4465
"CPI: 04 - Housing, water, electricity, gas and other fuels",Belgium,2022,144.8576
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2016,100.3027
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2017,102.9357
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2018,107.0751
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2019,112.5457
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2020,120.7058
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2021,124.8687
CPI: 01 - Food and non-Alcoholic beverages,Hungary,2022,159.5306
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2016,105.8106
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2017,109.9082
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2018,115.8083
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2019,122.2682
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2020,126.2203
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2021,131.9973
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",South Africa,2022,139.9239
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2016,105.532
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2017,117.5461
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2018,124.2186
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2019,130.1786
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2020,134.7961
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2021,138.8559
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Colombia,2022,148.1537
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2016,102.2408
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2017,103.5293
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2018,105.7651
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2019,106.5834
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2020,109.6548
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2021,109.2226
CPI: 01 - Food and non-Alcoholic beverages,Belgium,2022,118.8286
CPI: 01 - Food and non-Alcoholic beverages,Korea,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Korea,2016,102.3075
CPI: 01 - Food and non-Alcoholic beverages,Korea,2017,105.7844
CPI: 01 - Food and non-Alcoholic beverages,Korea,2018,108.7184
CPI: 01 - Food and non-Alcoholic beverages,Korea,2019,108.7701
CPI: 01 - Food and non-Alcoholic beverages,Korea,2020,113.5834
CPI: 01 - Food and non-Alcoholic beverages,Korea,2021,120.2688
CPI: 01 - Food and non-Alcoholic beverages,Korea,2022,127.3838
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2015,100.0083
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2016,100.2583
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2017,100.7833
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2018,102.0417
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2019,103.2833
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2020,109.275
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2021,119.3917
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Denmark,2022,126.5833
CPI: 03 - Clothing and footwear,Norway,2015,100.0083
CPI: 03 - Clothing and footwear,Norway,2016,104.8917
CPI: 03 - Clothing and footwear,Norway,2017,104.2667
CPI: 03 - Clothing and footwear,Norway,2018,100.8
CPI: 03 - Clothing and footwear,Norway,2019,101.8417
CPI: 03 - Clothing and footwear,Norway,2020,100.0917
CPI: 03 - Clothing and footwear,Norway,2021,98.825
CPI: 03 - Clothing and footwear,Norway,2022,99.44167
CPI: 01 - Food and non-Alcoholic beverages,Poland,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Poland,2016,100.9287
CPI: 01 - Food and non-Alcoholic beverages,Poland,2017,105.2818
CPI: 01 - Food and non-Alcoholic beverages,Poland,2018,108.0034
CPI: 01 - Food and non-Alcoholic beverages,Poland,2019,113.1884
CPI: 01 - Food and non-Alcoholic beverages,Poland,2020,118.38
CPI: 01 - Food and non-Alcoholic beverages,Poland,2021,121.9915
CPI: 01 - Food and non-Alcoholic beverages,Poland,2022,140.8294
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2016,99.93518
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2017,101.1444
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2018,102.5066
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2019,102.9038
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2020,102.6982
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2021,104.2157
"CPI: 04 - Housing, water, electricity, gas and other fuels",Switzerland,2022,108.5691
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2016,101.265
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2017,103.0245
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2018,104.6509
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2019,107.0192
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2020,107.8372
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2021,109.0451
"CPI: 04 - Housing, water, electricity, gas and other fuels",Israel,2022,114.1335
CPI: 03 - Clothing and footwear,Iceland,2015,100.0
CPI: 03 - Clothing and footwear,Iceland,2016,96.23966
CPI: 03 - Clothing and footwear,Iceland,2017,91.77847
CPI: 03 - Clothing and footwear,Iceland,2018,88.7488
CPI: 03 - Clothing and footwear,Iceland,2019,90.51057
CPI: 03 - Clothing and footwear,Iceland,2020,93.39138
CPI: 03 - Clothing and footwear,Iceland,2021,96.65049
CPI: 03 - Clothing and footwear,Iceland,2022,97.27981
CPI: 01-12 - All items,Italy,2015,99.96899
CPI: 01-12 - All items,Italy,2016,99.875
CPI: 01-12 - All items,Italy,2017,101.1
CPI: 01-12 - All items,Italy,2018,102.25
CPI: 01-12 - All items,Italy,2019,102.875
CPI: 01-12 - All items,Italy,2020,102.7333
CPI: 01-12 - All items,Italy,2021,104.6583
CPI: 01-12 - All items,Italy,2022,113.2417
CPI: 01 - Food and non-Alcoholic beverages,Spain,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Spain,2016,101.4006
CPI: 01 - Food and non-Alcoholic beverages,Spain,2017,102.6476
CPI: 01 - Food and non-Alcoholic beverages,Spain,2018,104.3385
CPI: 01 - Food and non-Alcoholic beverages,Spain,2019,105.4176
CPI: 01 - Food and non-Alcoholic beverages,Spain,2020,107.9002
CPI: 01 - Food and non-Alcoholic beverages,Spain,2021,109.8926
CPI: 01 - Food and non-Alcoholic beverages,Spain,2022,122.6838
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2016,102.2417
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2017,104.725
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2018,108.0167
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2019,110.7333
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2020,112.8974
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2021,116.9154
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Germany,2022,121.7802
CPI: 01-12 - All items,Estonia,2015,100.0
CPI: 01-12 - All items,Estonia,2016,100.1487
CPI: 01-12 - All items,Estonia,2017,103.571
CPI: 01-12 - All items,Estonia,2018,107.13
CPI: 01-12 - All items,Estonia,2019,109.5697
CPI: 01-12 - All items,Estonia,2020,109.0826
CPI: 01-12 - All items,Estonia,2021,114.1584
CPI: 01-12 - All items,Estonia,2022,136.3031
CPI: 01-12 - All items,Canada,2015,100.0
CPI: 01-12 - All items,Canada,2016,101.4288
CPI: 01-12 - All items,Canada,2017,103.0485
CPI: 01-12 - All items,Canada,2018,105.3858
CPI: 01-12 - All items,Canada,2019,107.4401
CPI: 01-12 - All items,Canada,2020,108.2104
CPI: 01-12 - All items,Canada,2021,111.8844
CPI: 01-12 - All items,Canada,2022,119.4957
CPI: 01-12 - All items,Portugal,2015,100.0
CPI: 01-12 - All items,Portugal,2016,100.6074
CPI: 01-12 - All items,Portugal,2017,101.9843
CPI: 01-12 - All items,Portugal,2018,102.9978
CPI: 01-12 - All items,Portugal,2019,103.3461
CPI: 01-12 - All items,Portugal,2020,103.3332
CPI: 01-12 - All items,Portugal,2021,104.6411
CPI: 01-12 - All items,Portugal,2022,112.8373
CPI: 03 - Clothing and footwear,Austria,2015,100.0
CPI: 03 - Clothing and footwear,Austria,2016,100.7417
CPI: 03 - Clothing and footwear,Austria,2017,102.2169
CPI: 03 - Clothing and footwear,Austria,2018,102.7752
CPI: 03 - Clothing and footwear,Austria,2019,103.6253
CPI: 03 - Clothing and footwear,Austria,2020,103.4873
CPI: 03 - Clothing and footwear,Austria,2021,104.1685
CPI: 03 - Clothing and footwear,Austria,2022,106.1087
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2016,100.575
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2017,102.25
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2018,105.275
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2019,110.8833
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2020,114.0667
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2021,117.25
"CPI: 04 - Housing, water, electricity, gas and other fuels",Czech Republic,2022,139.5
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2016,101.7164
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2017,105.7078
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2018,109.8262
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2019,111.979
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2020,114.8915
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2021,120.7041
"CPI: 04 - Housing, water, electricity, gas and other fuels",Mexico,2022,124.2893
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2016,101.3208
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2017,98.86902
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2018,101.3288
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2019,105.1786
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2020,110.3434
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2021,114.2191
CPI: 01 - Food and non-Alcoholic beverages,Iceland,2022,122.4805
CPI: 09 - Recreation and culture,Germany,2015,100.0
CPI: 09 - Recreation and culture,Germany,2016,100.65
CPI: 09 - Recreation and culture,Germany,2017,102.0917
CPI: 09 - Recreation and culture,Germany,2018,103.4167
CPI: 09 - Recreation and culture,Germany,2019,104.025
CPI: 09 - Recreation and culture,Germany,2020,99.19686
CPI: 09 - Recreation and culture,Germany,2021,102.0235
CPI: 09 - Recreation and culture,Germany,2022,106.9825
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2016,98.62557
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2017,90.90438
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2018,90.18632
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2019,93.17082
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2020,98.8769
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2021,103.5444
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Iceland,2022,108.3538
