Subject,Country,Year,CPI
CPI: 09 - Recreation and culture,Portugal,2022,105.2946
CPI: 09 - Recreation and culture,New Zealand,2015,100.0
CPI: 09 - Recreation and culture,New Zealand,2016,99.23885
CPI: 09 - Recreation and culture,New Zealand,2017,98.39565
CPI: 09 - Recreation and culture,New Zealand,2018,97.38898
CPI: 09 - Recreation and culture,New Zealand,2019,97.53654
CPI: 09 - Recreation and culture,New Zealand,2020,98.44648
CPI: 09 - Recreation and culture,New Zealand,2021,101.0288
CPI: 09 - Recreation and culture,New Zealand,2022,104.9637
CPI: 08 - Communication,Luxembourg,2015,99.99917
CPI: 08 - Communication,Luxembourg,2016,100.2533
CPI: 08 - Communication,Luxembourg,2017,97.62417
CPI: 08 - Communication,Luxembourg,2018,94.84333
CPI: 08 - Communication,Luxembourg,2019,95.09
CPI: 08 - Communication,Luxembourg,2020,92.255
CPI: 08 - Communication,Luxembourg,2021,89.57083
CPI: 08 - Communication,Luxembourg,2022,90.735
CPI: 07 - Transport,Germany,2015,100.0
CPI: 07 - Transport,Germany,2016,99.05008
CPI: 07 - Transport,Germany,2017,101.8498
CPI: 07 - Transport,Germany,2018,105.1412
CPI: 07 - Transport,Germany,2019,106.4578
CPI: 07 - Transport,Germany,2020,104.2715
CPI: 07 - Transport,Germany,2021,112.2482
CPI: 07 - Transport,Germany,2022,125.0997
CPI: 08 - Communication,Russia,2015,100.0
CPI: 08 - Communication,Russia,2016,102.3458
CPI: 08 - Communication,Russia,2017,105.1302
CPI: 08 - Communication,Russia,2018,107.1272
CPI: 08 - Communication,Russia,2019,109.0087
CPI: 08 - Communication,Russia,2020,112.3915
CPI: 08 - Communication,Russia,2021,112.5364
CPI: 06 - Health,Italy,2015,100.0246
CPI: 06 - Health,Italy,2016,100.35
CPI: 06 - Health,Italy,2017,100.5667
CPI: 06 - Health,Italy,2018,100.5167
CPI: 06 - Health,Italy,2019,101.0417
CPI: 06 - Health,Italy,2020,101.7083
CPI: 06 - Health,Italy,2021,102.675
CPI: 06 - Health,Italy,2022,103.475
CPI: 07 - Transport,Poland,2015,100.0
CPI: 07 - Transport,Poland,2016,95.0717
CPI: 07 - Transport,Poland,2017,99.2
CPI: 07 - Transport,Poland,2018,103.3509
CPI: 07 - Transport,Poland,2019,103.8868
CPI: 07 - Transport,Poland,2020,98.25661
CPI: 07 - Transport,Poland,2021,112.083
CPI: 07 - Transport,Poland,2022,134.3019
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2016,101.5529
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2017,102.667
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2018,104.9877
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2019,107.232
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2020,107.267
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2021,109.2747
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Korea,2022,114.5379
CPI: 09 - Recreation and culture,United States,2015,100.0
CPI: 09 - Recreation and culture,United States,2016,100.3683
CPI: 09 - Recreation and culture,United States,2017,101.1956
CPI: 09 - Recreation and culture,United States,2018,101.2277
CPI: 09 - Recreation and culture,United States,2019,102.0337
CPI: 09 - Recreation and culture,United States,2020,103.1669
CPI: 09 - Recreation and culture,United States,2021,105.8519
CPI: 09 - Recreation and culture,United States,2022,110.7565
CPI: 07 - Transport,Estonia,2015,100.0
CPI: 07 - Transport,Estonia,2016,96.95966
CPI: 07 - Transport,Estonia,2017,101.76
CPI: 07 - Transport,Estonia,2018,105.5419
CPI: 07 - Transport,Estonia,2019,106.1483
CPI: 07 - Transport,Estonia,2020,100.9915
CPI: 07 - Transport,Estonia,2021,110.6755
CPI: 07 - Transport,Estonia,2022,135.9212
CPI: 06 - Health,Spain,2015,100.0
CPI: 06 - Health,Spain,2016,99.75656
CPI: 06 - Health,Spain,2017,100.495
CPI: 06 - Health,Spain,2018,100.7896
CPI: 06 - Health,Spain,2019,101.6096
CPI: 06 - Health,Spain,2020,101.9859
CPI: 06 - Health,Spain,2021,102.6816
CPI: 06 - Health,Spain,2022,103.8133
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2015,99.9608
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2016,100.2833
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2017,100.2917
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2018,100.45
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2019,100.5333
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2020,101.1667
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2021,102.1167
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Italy,2022,107.4417
CPI: 08 - Communication,Czech Republic,2015,99.99167
CPI: 08 - Communication,Czech Republic,2016,99.53333
CPI: 08 - Communication,Czech Republic,2017,98.78333
CPI: 08 - Communication,Czech Republic,2018,97.19167
CPI: 08 - Communication,Czech Republic,2019,95.38333
CPI: 08 - Communication,Czech Republic,2020,91.98333
CPI: 08 - Communication,Czech Republic,2021,91.45
CPI: 08 - Communication,Czech Republic,2022,92.05
CPI: 06 - Health,Poland,2015,100.0
CPI: 06 - Health,Poland,2016,99.33373
CPI: 06 - Health,Poland,2017,100.513
CPI: 06 - Health,Poland,2018,102.5851
CPI: 06 - Health,Poland,2019,105.8831
CPI: 06 - Health,Poland,2020,110.9934
CPI: 06 - Health,Poland,2021,114.8378
CPI: 06 - Health,Poland,2022,122.8996
CPI: 08 - Communication,Israel,2015,100.0
CPI: 08 - Communication,Israel,2016,95.95686
CPI: 08 - Communication,Israel,2017,91.18644
CPI: 08 - Communication,Israel,2018,86.47766
CPI: 08 - Communication,Israel,2019,82.92758
CPI: 08 - Communication,Israel,2020,80.01849
CPI: 08 - Communication,Israel,2021,76.46841
CPI: 08 - Communication,Israel,2022,73.95994
CPI: 06 - Health,Iceland,2015,100.0
CPI: 06 - Health,Iceland,2016,102.1495
CPI: 06 - Health,Iceland,2017,102.6221
CPI: 06 - Health,Iceland,2018,104.775
CPI: 06 - Health,Iceland,2019,106.8954
CPI: 06 - Health,Iceland,2020,109.9104
CPI: 06 - Health,Iceland,2021,113.1667
CPI: 06 - Health,Iceland,2022,116.8739
CPI: 08 - Communication,Mexico,2015,100.0
CPI: 08 - Communication,Mexico,2016,89.44438
CPI: 08 - Communication,Mexico,2017,87.23278
CPI: 08 - Communication,Mexico,2018,86.84738
CPI: 08 - Communication,Mexico,2019,86.10752
CPI: 08 - Communication,Mexico,2020,85.04879
CPI: 08 - Communication,Mexico,2021,85.76952
CPI: 08 - Communication,Mexico,2022,83.02581
CPI: 07 - Transport,Greece,2015,100.0
CPI: 07 - Transport,Greece,2016,97.30468
CPI: 07 - Transport,Greece,2017,103.4467
CPI: 07 - Transport,Greece,2018,106.2651
CPI: 07 - Transport,Greece,2019,107.7501
CPI: 07 - Transport,Greece,2020,102.021
CPI: 07 - Transport,Greece,2021,106.3553
CPI: 07 - Transport,Greece,2022,122.8467
CPI: 07 - Transport,Finland,2015,99.99667
CPI: 07 - Transport,Finland,2016,99.80417
CPI: 07 - Transport,Finland,2017,102.3725
CPI: 07 - Transport,Finland,2018,103.2508
CPI: 07 - Transport,Finland,2019,103.5483
CPI: 07 - Transport,Finland,2020,101.6933
CPI: 07 - Transport,Finland,2021,108.2667
CPI: 07 - Transport,Finland,2022,120.5233
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2015,99.99917
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2016,100.5683
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2017,101.71
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2018,102.5267
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2019,103.8475
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2020,105.3217
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2021,106.6842
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Luxembourg,2022,113.5442
CPI: 07 - Transport,New Zealand,2015,100.0
CPI: 07 - Transport,New Zealand,2016,95.89197
CPI: 07 - Transport,New Zealand,2017,97.91086
CPI: 07 - Transport,New Zealand,2018,100.7118
CPI: 07 - Transport,New Zealand,2019,100.2247
CPI: 07 - Transport,New Zealand,2020,97.71601
CPI: 07 - Transport,New Zealand,2021,107.3123
CPI: 07 - Transport,New Zealand,2022,120.367
CPI: 06 - Health,United Kingdom,2015,100.0
CPI: 06 - Health,United Kingdom,2016,102.2
CPI: 06 - Health,United Kingdom,2017,104.7
CPI: 06 - Health,United Kingdom,2018,107.3
CPI: 06 - Health,United Kingdom,2019,110.1
CPI: 06 - Health,United Kingdom,2020,112.6
CPI: 06 - Health,United Kingdom,2021,114.1
CPI: 06 - Health,United Kingdom,2022,117.4
CPI: 07 - Transport,Switzerland,2015,100.0
CPI: 07 - Transport,Switzerland,2016,97.62012
CPI: 07 - Transport,Switzerland,2017,99.04369
CPI: 07 - Transport,Switzerland,2018,101.6929
CPI: 07 - Transport,Switzerland,2019,102.1127
CPI: 07 - Transport,Switzerland,2020,98.59872
CPI: 07 - Transport,Switzerland,2021,102.5456
CPI: 07 - Transport,Switzerland,2022,111.6677
CPI: 09 - Recreation and culture,Czech Republic,2015,99.99167
CPI: 09 - Recreation and culture,Czech Republic,2016,101.4
CPI: 09 - Recreation and culture,Czech Republic,2017,102.4
CPI: 09 - Recreation and culture,Czech Republic,2018,103.375
CPI: 09 - Recreation and culture,Czech Republic,2019,105.05
CPI: 09 - Recreation and culture,Czech Republic,2020,107.3583
CPI: 09 - Recreation and culture,Czech Republic,2021,110.5333
CPI: 09 - Recreation and culture,Czech Republic,2022,123.1833
CPI: 07 - Transport,Israel,2015,100.0
CPI: 07 - Transport,Israel,2016,96.30602
CPI: 07 - Transport,Israel,2017,95.07178
CPI: 07 - Transport,Israel,2018,97.29517
CPI: 07 - Transport,Israel,2019,97.05007
CPI: 07 - Transport,Israel,2020,94.00385
CPI: 07 - Transport,Israel,2021,96.93627
CPI: 07 - Transport,Israel,2022,105.0333
CPI: 06 - Health,Netherlands,2015,100.0
CPI: 06 - Health,Netherlands,2016,98.035
CPI: 06 - Health,Netherlands,2017,98.65334
CPI: 06 - Health,Netherlands,2018,100.0142
CPI: 06 - Health,Netherlands,2019,102.5458
CPI: 06 - Health,Netherlands,2020,104.5067
CPI: 06 - Health,Netherlands,2021,105.3992
CPI: 06 - Health,Netherlands,2022,107.6333
CPI: 07 - Transport,South Africa,2015,100.0
CPI: 07 - Transport,South Africa,2016,104.2234
CPI: 07 - Transport,South Africa,2017,109.3931
CPI: 07 - Transport,South Africa,2018,116.9762
CPI: 07 - Transport,South Africa,2019,121.448
CPI: 07 - Transport,South Africa,2020,121.1523
CPI: 07 - Transport,South Africa,2021,132.1661
CPI: 07 - Transport,South Africa,2022,154.5014
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2016,101.3668
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2017,102.0502
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2018,104.292
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2019,105.4088
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2020,106.343
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2021,108.2216
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Austria,2022,116.4891
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2016,105.3167
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2017,104.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2018,105.2333
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2019,107.65
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2020,115.025
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2021,119.275
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Norway,2022,126.95
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2016,100.5893
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2017,100.7616
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2018,101.7306
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2019,103.8789
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2020,106.0421
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2021,111.3009
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Hungary,2022,127.4877
CPI: 09 - Recreation and culture,Mexico,2015,100.0
CPI: 09 - Recreation and culture,Mexico,2016,103.0935
CPI: 09 - Recreation and culture,Mexico,2017,107.4444
CPI: 09 - Recreation and culture,Mexico,2018,110.8216
CPI: 09 - Recreation and culture,Mexico,2019,113.5609
CPI: 09 - Recreation and culture,Mexico,2020,115.5508
CPI: 09 - Recreation and culture,Mexico,2021,120.5263
CPI: 09 - Recreation and culture,Mexico,2022,127.7115
CPI: 07 - Transport,Latvia,2015,100.0
CPI: 07 - Transport,Latvia,2016,97.23261
CPI: 07 - Transport,Latvia,2017,100.5079
CPI: 07 - Transport,Latvia,2018,105.3824
CPI: 07 - Transport,Latvia,2019,106.0581
CPI: 07 - Transport,Latvia,2020,102.0361
CPI: 07 - Transport,Latvia,2021,110.5297
CPI: 07 - Transport,Latvia,2022,134.4821
CPI: 08 - Communication,Belgium,2015,100.0
CPI: 08 - Communication,Belgium,2016,104.1677
CPI: 08 - Communication,Belgium,2017,106.2376
CPI: 08 - Communication,Belgium,2018,106.2299
CPI: 08 - Communication,Belgium,2019,106.1153
CPI: 08 - Communication,Belgium,2020,105.2659
CPI: 08 - Communication,Belgium,2021,105.5615
CPI: 08 - Communication,Belgium,2022,105.9191
CPI: 06 - Health,Denmark,2015,100.0
CPI: 06 - Health,Denmark,2016,99.65
CPI: 06 - Health,Denmark,2017,100.3417
CPI: 06 - Health,Denmark,2018,101.1083
CPI: 06 - Health,Denmark,2019,102.5583
CPI: 06 - Health,Denmark,2020,104.2417
CPI: 06 - Health,Denmark,2021,104.3167
CPI: 06 - Health,Denmark,2022,106.35
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2016,100.2511
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2017,100.2461
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2018,101.6596
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2019,104.1413
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2020,104.6712
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Costa Rica,2021,106.6158
CPI: 07 - Transport,Russia,2015,100.0
CPI: 07 - Transport,Russia,2016,106.1146
CPI: 07 - Transport,Russia,2017,111.1425
CPI: 07 - Transport,Russia,2018,117.0255
CPI: 07 - Transport,Russia,2019,122.6813
CPI: 07 - Transport,Russia,2020,126.3058
CPI: 07 - Transport,Russia,2021,136.9036
CPI: 07 - Transport,Italy,2015,99.98513
CPI: 07 - Transport,Italy,2016,98.59167
CPI: 07 - Transport,Italy,2017,102.0
CPI: 07 - Transport,Italy,2018,104.825
CPI: 07 - Transport,Italy,2019,105.6417
CPI: 07 - Transport,Italy,2020,103.2167
CPI: 07 - Transport,Italy,2021,108.2667
CPI: 07 - Transport,Italy,2022,118.7917
CPI: 07 - Transport,France,2015,100.0017
CPI: 07 - Transport,France,2016,98.97166
CPI: 07 - Transport,France,2017,102.0142
CPI: 07 - Transport,France,2018,106.3167
CPI: 07 - Transport,France,2019,107.4283
CPI: 07 - Transport,France,2020,105.2433
CPI: 07 - Transport,France,2021,109.955
CPI: 07 - Transport,France,2022,120.795
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2016,100.277
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2017,99.93537
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2018,100.9879
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2019,102.5113
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2020,104.2655
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2021,107.0446
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Slovak Republic,2022,117.5607
CPI: 08 - Communication,Poland,2015,100.0
CPI: 08 - Communication,Poland,2016,99.65054
CPI: 08 - Communication,Poland,2017,100.3035
CPI: 08 - Communication,Poland,2018,98.35387
CPI: 08 - Communication,Poland,2019,97.65495
CPI: 08 - Communication,Poland,2020,101.3702
CPI: 08 - Communication,Poland,2021,107.1915
CPI: 08 - Communication,Poland,2022,111.6516
CPI: 08 - Communication,Korea,2015,100.0
CPI: 08 - Communication,Korea,2016,100.0842
CPI: 08 - Communication,Korea,2017,100.3741
CPI: 08 - Communication,Korea,2018,99.51428
CPI: 08 - Communication,Korea,2019,97.23338
CPI: 08 - Communication,Korea,2020,95.22109
CPI: 08 - Communication,Korea,2021,94.36092
CPI: 08 - Communication,Korea,2022,95.23696
CPI: 09 - Recreation and culture,Israel,2015,100.0
CPI: 09 - Recreation and culture,Israel,2016,97.63413
CPI: 09 - Recreation and culture,Israel,2017,96.71314
CPI: 09 - Recreation and culture,Israel,2018,96.09632
CPI: 09 - Recreation and culture,Israel,2019,96.34981
CPI: 09 - Recreation and culture,Israel,2020,94.52471
CPI: 09 - Recreation and culture,Israel,2021,98.71568
CPI: 09 - Recreation and culture,Israel,2022,101.3942
CPI: 08 - Communication,Spain,2015,100.0
CPI: 08 - Communication,Spain,2016,102.5645
CPI: 08 - Communication,Spain,2017,103.8974
CPI: 08 - Communication,Spain,2018,106.2247
CPI: 08 - Communication,Spain,2019,107.0474
CPI: 08 - Communication,Spain,2020,105.7673
CPI: 08 - Communication,Spain,2021,102.6014
CPI: 08 - Communication,Spain,2022,101.3165
CPI: 09 - Recreation and culture,Chile,2015,100.0
CPI: 09 - Recreation and culture,Chile,2016,100.7263
CPI: 09 - Recreation and culture,Chile,2017,100.2757
CPI: 09 - Recreation and culture,Chile,2018,101.5178
CPI: 09 - Recreation and culture,Chile,2019,107.3622
CPI: 09 - Recreation and culture,Chile,2020,110.6562
CPI: 09 - Recreation and culture,Chile,2021,116.4588
CPI: 09 - Recreation and culture,Chile,2022,129.6523
CPI: 06 - Health,Austria,2015,100.0
CPI: 06 - Health,Austria,2016,102.2333
CPI: 06 - Health,Austria,2017,103.6083
CPI: 06 - Health,Austria,2018,105.8667
CPI: 06 - Health,Austria,2019,107.0667
CPI: 06 - Health,Austria,2020,109.2833
CPI: 06 - Health,Austria,2021,111.0863
CPI: 06 - Health,Austria,2022,114.146
CPI: 06 - Health,Sweden,2015,100.0
CPI: 06 - Health,Sweden,2016,100.4092
CPI: 06 - Health,Sweden,2017,100.9137
CPI: 06 - Health,Sweden,2018,100.5687
CPI: 06 - Health,Sweden,2019,101.7523
CPI: 06 - Health,Sweden,2020,103.5394
CPI: 06 - Health,Sweden,2021,101.9442
CPI: 06 - Health,Sweden,2022,105.7248
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2016,97.97182
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2017,95.16983
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2018,92.74252
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2019,91.19492
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2020,89.77763
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2021,92.84842
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Israel,2022,97.7356
CPI: 06 - Health,Ireland,2015,100.0
CPI: 06 - Health,Ireland,2016,101.2355
CPI: 06 - Health,Ireland,2017,102.581
CPI: 06 - Health,Ireland,2018,102.7418
CPI: 06 - Health,Ireland,2019,103.605
CPI: 06 - Health,Ireland,2020,106.533
CPI: 06 - Health,Ireland,2021,108.2762
CPI: 06 - Health,Ireland,2022,109.4186
CPI: 07 - Transport,Hungary,2015,100.0
CPI: 07 - Transport,Hungary,2016,96.97372
CPI: 07 - Transport,Hungary,2017,100.7961
CPI: 07 - Transport,Hungary,2018,105.1807
CPI: 07 - Transport,Hungary,2019,106.0905
CPI: 07 - Transport,Hungary,2020,104.0435
CPI: 07 - Transport,Hungary,2021,116.1044
CPI: 07 - Transport,Hungary,2022,130.8883
CPI: 06 - Health,Belgium,2015,100.0
CPI: 06 - Health,Belgium,2016,100.2303
CPI: 06 - Health,Belgium,2017,101.5024
CPI: 06 - Health,Belgium,2018,102.4569
CPI: 06 - Health,Belgium,2019,102.8202
CPI: 06 - Health,Belgium,2020,102.1293
CPI: 06 - Health,Belgium,2021,101.4409
CPI: 06 - Health,Belgium,2022,102.9632
CPI: 08 - Communication,Netherlands,2015,100.0017
CPI: 08 - Communication,Netherlands,2016,95.1625
CPI: 08 - Communication,Netherlands,2017,88.64
CPI: 08 - Communication,Netherlands,2018,83.5625
CPI: 08 - Communication,Netherlands,2019,79.17333
CPI: 08 - Communication,Netherlands,2020,78.25333
CPI: 08 - Communication,Netherlands,2021,78.295
CPI: 08 - Communication,Netherlands,2022,75.8575
CPI: 07 - Transport,Norway,2015,100.0083
CPI: 07 - Transport,Norway,2016,102.5083
CPI: 07 - Transport,Norway,2017,105.0833
CPI: 07 - Transport,Norway,2018,108.7917
CPI: 07 - Transport,Norway,2019,112.0833
CPI: 07 - Transport,Norway,2020,113.85
CPI: 07 - Transport,Norway,2021,116.2833
CPI: 07 - Transport,Norway,2022,126.65
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2016,103.5028
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2017,108.9948
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2018,113.9131
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2019,117.3874
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2020,121.9068
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2021,129.3502
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Mexico,2022,140.2931
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2016,99.81667
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2017,99.6
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2018,101.0667
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2019,102.5667
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2020,105.5417
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2021,109.2583
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Czech Republic,2022,122.35
CPI: 09 - Recreation and culture,Austria,2015,100.0
CPI: 09 - Recreation and culture,Austria,2016,101.275
CPI: 09 - Recreation and culture,Austria,2017,103.7083
CPI: 09 - Recreation and culture,Austria,2018,104.2417
CPI: 09 - Recreation and culture,Austria,2019,105.6667
CPI: 09 - Recreation and culture,Austria,2020,107.5834
CPI: 09 - Recreation and culture,Austria,2021,110.2013
CPI: 09 - Recreation and culture,Austria,2022,114.3612
CPI: 09 - Recreation and culture,Costa Rica,2015,100.0
CPI: 09 - Recreation and culture,Costa Rica,2016,100.0961
CPI: 09 - Recreation and culture,Costa Rica,2017,101.3819
CPI: 09 - Recreation and culture,Costa Rica,2018,102.7139
CPI: 09 - Recreation and culture,Costa Rica,2019,105.6831
CPI: 09 - Recreation and culture,Costa Rica,2020,107.0065
CPI: 09 - Recreation and culture,Costa Rica,2021,109.7623
CPI: 08 - Communication,Germany,2015,100.0
CPI: 08 - Communication,Germany,2016,98.75021
CPI: 08 - Communication,Germany,2017,97.55874
CPI: 08 - Communication,Germany,2018,96.53391
CPI: 08 - Communication,Germany,2019,95.86736
CPI: 08 - Communication,Germany,2020,93.81998
CPI: 08 - Communication,Germany,2021,93.24142
CPI: 08 - Communication,Germany,2022,93.26488
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2016,99.8575
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2017,99.63583
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2018,99.88333
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2019,100.0517
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2020,100.6658
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2021,102.1058
"CPI: 05 - Furnishings, household equipment and routine household maintenance",France,2022,107.9208
CPI: 06 - Health,Korea,2015,100.0
CPI: 06 - Health,Korea,2016,100.985
CPI: 06 - Health,Korea,2017,101.88
CPI: 06 - Health,Korea,2018,101.8274
CPI: 06 - Health,Korea,2019,102.3032
CPI: 06 - Health,Korea,2020,103.8441
CPI: 06 - Health,Korea,2021,103.7628
CPI: 06 - Health,Korea,2022,104.629
CPI: 08 - Communication,Denmark,2015,100.0083
CPI: 08 - Communication,Denmark,2016,93.59167
CPI: 08 - Communication,Denmark,2017,87.6
CPI: 08 - Communication,Denmark,2018,85.8
CPI: 08 - Communication,Denmark,2019,85.58334
CPI: 08 - Communication,Denmark,2020,83.16666
CPI: 08 - Communication,Denmark,2021,81.2
CPI: 08 - Communication,Denmark,2022,83.16666
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2016,104.8406
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2017,106.1191
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2018,106.8717
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2019,108.6796
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2020,112.6694
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2021,118.7635
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Chile,2022,126.528
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2016,107.5474
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2017,110.1812
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2018,112.587
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2019,116.7637
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2020,120.4725
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Russia,2021,129.0491
CPI: 07 - Transport,Slovenia,2015,99.99917
CPI: 07 - Transport,Slovenia,2016,96.57
CPI: 07 - Transport,Slovenia,2017,98.3825
CPI: 07 - Transport,Slovenia,2018,99.15
CPI: 07 - Transport,Slovenia,2019,98.31917
CPI: 07 - Transport,Slovenia,2020,93.16583
CPI: 07 - Transport,Slovenia,2021,98.77417
